Group Name,Group ID,Photo ID,Order in Group,Photo Title,Username,Time Uploaded to Flickr,Time Added to Group,First Four Tags,Number of Views,Number of Faves,User ID,User Total Number of Photos,Pro Membership,Earliest Activity on Flickr,Date Joined Flickr,Number of Contacts,Location
beautifulcapture,347276@N23,8934977925,216,Saturated in the name of Art,Vermilion Sky,2013-06-03 15:05:04,2013-06-03 15:05:52,"[saturated, art, crop, flower]",11,5,33880330@N02,230,1,2009-01-01 09:54:08,2009-01-01 09:43:48,158,UK
beautifulcapture,347276@N23,8915669819,217,London,ajbringas,2013-06-01 15:04:45,2013-06-03 15:05:31,"[london, sunset, alberto, bringas]",13,3,52308350@N02,552,0,2010-07-24 03:48:30,2010-07-23 11:17:00,462,
beautifulcapture,347276@N23,8940556416,218,""" Blue eye.""",Emanuele Sfregola,2013-06-03 15:04:38,2013-06-03 15:04:41,"[eye, blue, ocean, sea]",3,1,76250321@N04,115,0,2012-03-18 05:36:36,2012-03-18 05:03:30,8,
beautifulcapture,347276@N23,8914602321,219,Lacus #8,diHib,2013-06-01 13:10:37,2013-06-03 15:03:29,[blinkagain],247,23,86101905@N04,281,1,2012-08-29 08:20:37,2012-08-29 08:17:28,202,Sweden
beautifulcapture,347276@N23,8928555078,220,23:13,TéGée,2013-06-02 15:16:13,2013-06-03 15:03:10,"[instagramapp, square, squareformat, uploaded:by=instagram]",21,2,52873386@N07,756,1,2010-08-11 03:43:32,2010-08-10 07:48:23,11,
beautifulcapture,347276@N23,8936613442,221,me,dasar,2013-06-03 08:42:05,2013-06-03 15:02:31,[],12,4,36521965462@N01,6713,1,2004-03-04 04:31:30,2004-03-04 09:31:34,4565,
beautifulcapture,347276@N23,8938827699,222,Paris from high,You may say i'm a dreamer but i'm not the only 1,2013-06-03 13:21:35,2013-06-03 15:02:03,[],25,2,93897119@N02,47,0,2013-03-09 13:04:03,2013-03-09 12:30:28,9,
beautifulcapture,347276@N23,8897315679,223,,Damián Mansilla,2013-05-30 22:23:39,2013-06-03 15:01:25,[],31,3,24739704@N05,276,0,2008-03-30 15:55:57,2008-03-17 13:37:54,150,"Cordoba, Argentina"
beautifulcapture,347276@N23,8939641131,224,Sunset in the countryside,Sami A. Korhonen,2013-06-03 14:38:23,2013-06-03 15:00:37,"[finland, landscape, sunset, rural]",4,3,31472578@N07,599,1,2008-11-17 10:01:06,2008-10-17 04:02:31,86,Finland
beautifulcapture,347276@N23,8940447664,225,Applause,Silty Bottom,2013-06-03 15:00:05,2013-06-03 15:00:18,"[swan, bird, wildbird, flight]",38,6,52914504@N06,288,1,2010-08-13 19:34:23,2010-08-10 18:55:00,42,
beautifulcapture,347276@N23,8925919486,226,Ice Sculpture,Christoph Fischer,2013-06-02 11:19:43,2013-06-03 15:00:11,"[beautiful, canada, dramatic, greatlakes]",100,44,23608933@N00,10,1,2012-02-06 21:35:16,2006-03-18 19:54:31,5977,"Montreal, Canada"
beautifulcapture,347276@N23,8938538866,227,I Am The Fairest of Them All! Aren't I? Aren't I?,k009034,2013-06-03 11:55:49,2013-06-03 14:59:28,"[dog, expression, animal, pose]",25,13,9077088@N02,339,1,2013-02-10 11:53:57,2007-06-19 06:22:51,539,"Matkaniva, Finland"
beautifulcapture,347276@N23,7654957136,228,Berliner Olympiastadion,osju,2012-07-27 02:27:11,2013-06-03 14:59:13,"[bwphotography, olympia, olympiastadion, swfotografie]",31,1,67455354@N05,396,1,2011-09-13 09:49:48,2011-09-13 08:24:14,17,
beautifulcapture,347276@N23,8939354889,229,FlowermacroHDR4,Donarstein (www.facebook.com/DonarPhotography),2013-06-03 14:14:44,2013-06-03 14:59:01,[gerberagelbblumemakrolightbox],19,6,69664314@N04,695,1,2011-11-10 13:21:28,2011-11-10 12:54:13,1223,"Herzogenrath, Deutschland"
beautifulcapture,347276@N23,8939977442,230,FlowermacroHDR3,Donarstein (www.facebook.com/DonarPhotography),2013-06-03 14:14:43,2013-06-03 14:58:59,[gerberagelbblumemakrolightbox],23,2,69664314@N04,695,1,2011-11-10 13:21:28,2011-11-10 12:54:13,1223,"Herzogenrath, Deutschland"
beautifulcapture,347276@N23,8922224054,231,Lumières sur la rue Saint Jean,TéGée,2013-06-02 05:00:58,2013-06-03 14:58:15,[],16,1,52873386@N07,756,1,2010-08-11 03:43:32,2010-08-10 07:48:23,11,
beautifulcapture,347276@N23,8928749730,232,Norwich Peregrine,Skip...,2013-06-02 15:33:45,2013-06-03 14:57:52,[],40,6,60820461@N05,1228,0,2011-03-20 17:00:05,2011-03-20 16:49:32,60,
beautifulcapture,347276@N23,8939605180,233,"Navy Yard, Washington DC",EvanAshleyPhoto,2013-06-03 13:36:29,2013-06-03 14:56:44,[],26,2,95038404@N08,157,1,2013-04-15 13:58:35,2013-04-15 13:57:40,0,
beautifulcapture,347276@N23,8940427638,234,BIG BEN,CROMEO,2013-06-03 14:56:30,2013-06-03 14:56:44,"[westminster, palacio, big, ben]",53,4,41574962@N03,213,1,2009-08-18 11:28:19,2009-08-18 11:20:15,276,"Almería, Spain"
beautifulcapture,347276@N23,8883730828,235,Scripps Pier Perspective at La Jolla Shores,` Toshio ',2013-05-29 17:07:50,2013-06-03 14:56:13,"[toshio, sandiego, lajollashores, lajolla]",581,58,16923447@N00,2437,1,2005-11-29 22:00:54,2005-11-29 19:57:20,249,
beautifulcapture,347276@N23,8939744309,236,Guess What?,LiquidSculptures,2013-06-03 14:55:54,2013-06-03 14:55:57,[],20,3,86350261@N08,398,1,2012-08-31 15:34:02,2012-08-31 15:07:27,43,
beautifulcapture,347276@N23,8936255664,237,STREET ART,Mohsan',2013-06-03 11:04:00,2013-06-03 14:55:21,"[contaxt2, film, france, mohsan]",255,4,44124474312@N01,1869,1,2004-07-15 17:06:10,2004-07-15 16:49:01,118,"Paris, France"
beautifulcapture,347276@N23,8912091745,238,El-Oued. Algeria.,quartierbreton,2013-06-01 08:54:22,2013-06-03 14:55:03,"[desert, sand, dune, sanddune]",9,1,92845797@N05,216,0,2013-02-03 16:24:52,2013-02-03 15:55:27,9,
beautifulcapture,347276@N23,8940402206,239,Purple & Gold,runmomrun66,2013-06-03 14:51:10,2013-06-03 14:53:56,"[butterfly, insect, clover, flower]",24,8,87757934@N04,271,1,2012-09-27 20:14:15,2012-09-27 20:06:23,278,"Fayetteville, AR."
beautifulcapture,347276@N23,8940373206,240,"mundo animal, I",paula_sierra,2013-06-03 14:52:45,2013-06-03 14:52:53,"[pillarno, asturias, espa\xc3\xb1a, spain]",8,2,42106681@N08,752,1,2009-09-01 07:58:38,2009-09-01 07:44:58,119,asturias
beautifulcapture,347276@N23,8934781675,241,Blow Flower,mrtungsten62 - slowing down,2013-06-03 14:51:00,2013-06-03 14:52:42,"[pusteblume, paardebloem, meadow, sun]",1859,106,56936646@N07,554,1,2010-12-12 06:21:09,2010-12-12 06:10:29,741,Holland
beautifulcapture,347276@N23,8830510488,242,Poppy 1,Horia Dan,2013-05-25 14:58:38,2013-06-03 14:52:09,[],116,22,63021602@N04,164,1,2012-07-21 07:43:46,2011-05-17 14:04:10,549,
beautifulcapture,347276@N23,8938195923,243,LIsbon black and white,You may say i'm a dreamer but i'm not the only 1,2013-06-03 12:22:16,2013-06-03 14:51:42,[],5,0,93897119@N02,47,0,2013-03-09 13:04:03,2013-03-09 12:30:28,9,
beautifulcapture,347276@N23,8927761381,244,Minnie,GJB_Performance_Photography,2013-06-02 14:59:19,2013-06-03 14:50:40,"[model, altmodel, promo, canon7d]",24,3,75524057@N07,553,0,2012-01-30 15:10:51,2012-01-30 08:37:58,460,"Newcastle upon Tyne, England"
beautifulcapture,347276@N23,8923064504,245,Kirby Hall,grbush,2013-06-02 06:27:29,2013-06-03 14:50:04,"[kirby, kirbyhall, northamptonshire, sony]",27,5,68252835@N06,961,1,2011-10-03 10:45:00,2011-10-03 10:38:34,179,"Rushden, United Kingdom"
beautifulcapture,347276@N23,8920390947,246,Vacations,Blanca Rosa / Zoila Stincer,2013-06-02 01:30:08,2013-06-03 14:49:58,"[zstincer, beach, canoneos60d, landscape]",28,1,29877864@N04,1816,1,2008-08-24 16:02:29,2008-08-24 15:40:38,5567,
beautifulcapture,347276@N23,8940271238,247,La merienda.  /  The snack.,Mr.Grijander,2013-06-03 14:39:18,2013-06-03 14:47:27,"[p\xc3\xa1jaros, birds, merienda, snacks]",34,5,66818156@N08,184,1,2011-08-24 09:59:38,2011-08-24 08:25:12,122,
beautifulcapture,347276@N23,8940063628,248,Portrush harbour,brentkinley,2013-06-03 14:30:09,2013-06-03 14:46:38,"[portrush, harbour, boats, seaweed]",13,4,79793369@N05,246,1,2012-05-05 06:26:45,2012-05-05 06:12:41,203,
beautifulcapture,347276@N23,8732952844,249,Chaos,sramses177,2013-05-12 14:11:32,2013-06-03 14:45:44,"[bokeh, macro, plant, pflanze]",62,2,89138129@N00,604,1,2006-10-25 15:41:16,2006-10-25 15:32:38,426,"Stuttgart , Germany"
beautifulcapture,347276@N23,8939548367,250,le désespoir des singes (22),[chaos and creation in the backyard],2013-06-03 14:30:27,2013-06-03 14:45:24,"[decayed, decay, beautifuldecay, abandoned]",14,4,53048561@N03,1994,1,2010-10-25 10:23:37,2010-08-15 16:32:18,4475,"Paris, France"
beautifulcapture,347276@N23,8918053464,251,Caroline Lovely Profile,Alex88 {Thanks 2 million views),2013-06-01 18:33:04,2013-06-03 14:44:03,"[sexy, legs, butt, bikini]",316,18,63351899@N05,1148,1,2011-05-27 00:02:15,2011-05-26 22:05:15,317,
beautifulcapture,347276@N23,8939609679,252,Beautiful evening at Dartmoor,martinantal,2013-06-03 14:43:35,2013-06-03 14:43:50,"[carlzeiss1680za, sunset, dartmoor]",11,3,59976401@N05,152,0,2011-02-26 11:21:23,2011-02-26 03:51:38,15,
beautifulcapture,347276@N23,8939669051,253,Postbridge Bridge,martinantal,2013-06-03 14:43:33,2013-06-03 14:43:49,"[dartmoor, postbridge, bridge, water]",9,2,59976401@N05,152,0,2011-02-26 11:21:23,2011-02-26 03:51:38,15,
beautifulcapture,347276@N23,8940302764,254,Big Bumper Meet,Jordan Photostream,2013-06-03 14:42:11,2013-06-03 14:42:18,"[httpswwwfacebookcomphotophpv379715932140750setvb315042298608114type2theater, dievon1975bis1979produziertwurdecaliforniabaycity]",22,1,67091606@N08,238,1,2011-09-15 15:40:05,2011-08-31 15:14:36,114,Deutschalnd
beautifulcapture,347276@N23,8939650523,255,,Iwan H.,2013-06-03 14:41:51,2013-06-03 14:41:54,"[vsco, xpro1, 35mm, bw]",17,1,44530610@N04,104,1,2010-12-02 02:57:06,2009-11-10 05:57:46,306,
beautifulcapture,347276@N23,8939646039,256,"Au bord de l'eau, mai 2013",Eric Schaeff,2013-06-03 14:40:54,2013-06-03 14:40:57,"[eiffel, tour, seine, peniche]",19,3,26446174@N06,942,1,2009-06-25 13:24:37,2008-05-09 16:44:25,303,
beautifulcapture,347276@N23,8936852595,257,Pakistan Monument,Bilal Khan 01,2013-06-03 10:12:33,2013-06-03 14:40:17,[],3,1,84693782@N03,25,0,2012-08-20 20:29:58,2012-08-10 18:18:38,21,
beautifulcapture,347276@N23,8940223898,258,"north dome, royal arches, & washington column",dohman91,2013-06-03 14:39:51,2013-06-03 14:39:53,"[yosemite, yosemitenationalpark, yosemitevalley, nationalpark]",33,3,55664268@N03,497,1,2010-11-13 15:54:47,2010-11-08 12:55:53,100,
beautifulcapture,347276@N23,8900625597,259,Two Ladies a sleeping,121alorafotos,2013-05-31 07:19:12,2013-06-03 14:38:55,"[dog, girl, lady, alora]",5,0,29413330@N03,180,0,2008-08-10 10:59:39,2008-08-10 10:25:48,44,"Alora , Malaga, Spain"
beautifulcapture,347276@N23,8939557193,260,A Love Cloth,121alorafotos,2013-06-03 14:35:00,2013-06-03 14:38:55,"[weed, sign, colour, worship]",1,0,29413330@N03,180,0,2008-08-10 10:59:39,2008-08-10 10:25:48,44,"Alora , Malaga, Spain"
beautifulcapture,347276@N23,8933285229,261,Fast truck!,Licco Fernandes,2013-06-03 02:12:03,2013-06-03 14:37:28,"[road, rodovia, estrada, trip]",10,2,57075233@N08,2135,1,2010-12-18 23:31:55,2010-12-13 21:16:18,1077,"Presidente Prudente, Brasil"
beautifulcapture,347276@N23,8939465729,262,Ismael Kickflip,MarkelETZ,2013-06-03 14:23:20,2013-06-03 14:37:27,"[skate, skateboardign, sk8, ismael]",15,2,61627788@N02,175,0,2011-04-11 11:52:24,2011-04-11 11:49:24,264,"gasteiz, http://etzfoto.blogspot.com/"
beautifulcapture,347276@N23,8939602581,263,Music in June,pollydrake75,2013-06-03 14:36:57,2013-06-03 14:37:00,"[female, music, hat, guitar]",7,2,95411844@N06,190,1,2013-05-01 05:29:35,2013-05-01 05:22:00,14,
beautifulcapture,347276@N23,8926606373,264,Evening light,jeanlatteur,2013-06-02 13:18:12,2013-06-03 14:36:48,[],46,4,48216425@N04,260,0,2012-05-25 01:15:20,2010-03-09 03:43:19,142,"Northbourne, Kent, England"
beautifulcapture,347276@N23,8928203115,265,Bempton Cliff,barry 13092,2013-06-02 15:39:04,2013-06-03 14:35:55,"[bemptoncliff, rspb, birds, birdlife]",39,1,27364338@N08,2945,1,2008-06-03 08:45:45,2008-06-02 15:05:19,79,
beautifulcapture,347276@N23,8927164165,266,Cotton looking plant???,Jimmy Redshaw ..trying hard..,2013-06-02 14:14:05,2013-06-03 14:33:59,[],5,0,49211817@N02,951,1,2010-04-11 08:00:03,2010-04-11 07:36:57,353,
beautifulcapture,347276@N23,8939458629,267,Quando la realtà supera l'immaginazione.,Andrea Di Gioia,2013-06-03 14:33:00,2013-06-03 14:33:06,"[andreadigioia, 2013, nikon, d600]",17,7,42307458@N04,1195,1,2009-09-14 07:34:50,2009-09-08 10:59:59,298,"Cesena, Italia"
beautifulcapture,347276@N23,8939532641,268,Trail,tamson66,2013-06-03 14:32:02,2013-06-03 14:32:04,[],54,7,90609790@N03,257,1,2012-12-24 02:59:17,2012-11-29 10:02:04,351,
beautifulcapture,347276@N23,8932876115,269,Vietnam,iamsam_uk,2013-06-03 01:26:05,2013-06-03 14:31:35,"[vietnam, asia, canon, travel]",10,1,59543467@N06,580,1,2011-02-14 15:46:32,2011-02-14 15:45:48,96,
beautifulcapture,347276@N23,8932864837,270,Vietnam,iamsam_uk,2013-06-03 01:26:07,2013-06-03 14:31:33,"[vietnam, asia, canon, travel]",6,1,59543467@N06,580,1,2011-02-14 15:46:32,2011-02-14 15:45:48,96,
beautifulcapture,347276@N23,8939522513,271,Arco Federación (Caracas - Venezuela),REALYDC,2013-06-03 14:29:55,2013-06-03 14:29:56,"[arco, federacion, el, calvario]",3,3,55196090@N07,212,0,2011-05-05 20:40:26,2010-10-27 21:06:31,3625,
beautifulcapture,347276@N23,8940118198,272,!!!!!!!!!please read the description!!!!!!!!!,Beatrice Patrone,2013-06-03 14:26:02,2013-06-03 14:29:56,[],16,1,88318191@N08,84,0,2012-10-08 06:47:55,2012-10-08 06:39:44,49,
beautifulcapture,347276@N23,8939482757,273,mayflower,roy457,2013-06-03 14:24:43,2013-06-03 14:29:35,"[roy, kostyszyn, mayflower, sky]",2,2,59324826@N08,209,0,2012-08-18 16:31:33,2011-02-07 14:17:39,61,
beautifulcapture,347276@N23,8916705353,274,paint,roy457,2013-06-01 17:02:36,2013-06-03 14:29:33,"[roy, kostyszyn, experiment, red]",2,1,59324826@N08,209,0,2012-08-18 16:31:33,2011-02-07 14:17:39,61,
beautifulcapture,347276@N23,8940128872,275,Lekeitio. Iglesia.,Gotzon.,2013-06-03 14:27:00,2013-06-03 14:29:19,[],17,1,7250456@N05,733,1,2009-06-25 10:46:36,2007-03-09 09:53:16,253,
beautifulcapture,347276@N23,8940145298,276,,Camille Grace,2013-06-03 14:29:04,2013-06-03 14:29:07,[],21,9,55339892@N07,229,0,2010-12-11 23:31:57,2010-10-31 19:10:13,190,
beautifulcapture,347276@N23,8940114316,277,"a field just north of Laramie, Wyoming",BradleyA,2013-06-03 14:27:07,2013-06-03 14:28:08,"[clouds, wy, wyoming, hdr]",19,4,10315668@N00,181,1,2006-04-11 23:37:44,2005-09-13 22:00:42,197,"McKinney, TX, United States"
beautifulcapture,347276@N23,8940122752,278,Buses Only,Saket Selot,2013-06-03 14:26:22,2013-06-03 14:28:02,"[ocelotfilter, flickriosapp:filter=ocelot, uploaded:by=flickrmobile]",6,0,77041275@N00,142,0,2006-10-13 04:36:00,2006-09-07 01:46:53,134,
beautifulcapture,347276@N23,8938517601,279,Rêve céleste,thomaspollin,2013-06-03 13:23:11,2013-06-03 14:26:43,"[thomaspollin, thomas, pollin, europe]",25,1,11301832@N07,4124,1,2009-08-15 13:21:48,2007-08-12 04:11:18,721,France
beautifulcapture,347276@N23,8940093126,280,DSC06760,jasrmcf,2013-06-03 14:25:46,2013-06-03 14:25:53,"[sonya77, sony30mmf28sammacro, sony, sonya65]",65,10,91133913@N04,363,1,2012-12-15 17:08:50,2012-12-15 16:06:10,234,"leicestershire, uk"
beautifulcapture,347276@N23,8939200803,281,Among us,Haddy Bello,2013-06-03 14:04:48,2013-06-03 14:25:42,"[paris, france, francia, moon]",5,1,22871612@N00,331,0,2006-05-09 09:35:14,2006-05-08 13:33:24,197,"Santiago, Chile"
beautifulcapture,347276@N23,8939461163,282,Heart-shaped,Bella Harris,2013-06-03 14:23:19,2013-06-03 14:24:13,"[clouds, nature, inspiration, photography]",2,0,77910432@N08,136,0,2012-03-11 09:43:19,2012-03-11 08:00:42,265,USA
beautifulcapture,347276@N23,8494845014,283,Saint-Etienne en hiver...,l'estropié,2013-02-21 05:56:29,2013-06-03 14:22:44,"[france, stetienne, saint\xc3\xa9, lomography]",36,1,61195874@N06,201,1,2011-09-25 06:38:00,2011-03-29 16:49:23,248,"St etienne, france"
beautifulcapture,347276@N23,8935007053,284,Golden light (1 of 1)_edited-1,digitalgeoff,2013-06-03 06:40:38,2013-06-03 14:22:11,[],30,12,41869847@N05,137,1,2010-03-11 13:34:12,2009-08-27 02:57:48,3188,
beautifulcapture,347276@N23,8916305898,285,Hampshire swamp 4 (1 of 1),digitalgeoff,2013-06-01 15:07:09,2013-06-03 14:22:10,[],103,10,41869847@N05,137,1,2010-03-11 13:34:12,2009-08-27 02:57:48,3188,
beautifulcapture,347276@N23,8857164197,286,HILT & Nizer,HILT.,2013-05-27 13:57:41,2013-06-03 14:18:18,"[hilt, hiltgraff, nizer, graffiti]",140,16,60502907@N03,53,1,2012-04-03 17:08:40,2011-03-11 13:06:24,523,
beautifulcapture,347276@N23,8939742876,287,Fern frond,Andrew Withey,2013-06-03 13:49:09,2013-06-03 14:15:41,"[leaf, macro, plant, subject]",22,4,14409084@N07,1260,1,2007-10-01 15:51:13,2007-10-01 15:44:31,90,"near Reading, England"
beautifulcapture,347276@N23,8939905830,288,Flame of the East,X n d - dpfirenzefotografia.hourb.com,2013-06-03 14:05:36,2013-06-03 14:14:02,"[danielepelacani, dpphotography, canon, 7d]",41,3,30739724@N06,509,0,2008-11-25 09:58:39,2008-09-22 05:11:19,17,"Firenze, Italia"
beautifulcapture,347276@N23,8854765256,289,crack between the worlds,Olga Kruglova,2013-05-27 09:15:00,2013-06-03 14:13:37,"[sunset, sura, arkhangelsk, north]",25,6,32408409@N03,281,1,2008-12-19 13:50:54,2008-11-13 23:12:49,476,"Moscow, Russia"
beautifulcapture,347276@N23,8854770632,290,northern road,Olga Kruglova,2013-05-27 09:15:30,2013-06-03 14:13:35,"[sunset, sura, arkhangelsk, north]",714,32,32408409@N03,281,1,2008-12-19 13:50:54,2008-11-13 23:12:49,476,"Moscow, Russia"
beautifulcapture,347276@N23,8842920906,291,Sowing is not as difficult as reaping.,rachel's_photos,2013-05-26 10:53:26,2013-06-03 14:12:55,[],65,9,60616675@N03,595,1,2011-03-16 14:19:57,2011-03-14 16:44:42,352,
beautifulcapture,347276@N23,8842935532,292,Yellow,rachel's_photos,2013-05-26 10:54:59,2013-06-03 14:12:55,[],38,3,60616675@N03,595,1,2011-03-16 14:19:57,2011-03-14 16:44:42,352,
beautifulcapture,347276@N23,8928095890,293,092.empire,john sigler [photographer],2013-06-02 14:36:53,2013-06-03 14:11:32,"[newyorkcity, empirestatebuilding, city, urban]",21,5,52499414@N05,93,1,2010-07-29 18:10:41,2010-07-29 17:52:33,115,
beautifulcapture,347276@N23,8939929384,294,Beautiful city,MarcellusP,2013-06-03 14:08:38,2013-06-03 14:09:19,"[bergamo, italia, italy, city]",13,3,92195690@N08,92,0,2013-01-12 06:08:22,2013-01-12 06:01:29,101,
beautifulcapture,347276@N23,8936118286,295,peace.,aimlessly.,2013-06-03 07:43:50,2013-06-03 14:07:21,[],15,5,73711055@N05,205,0,2012-01-06 12:30:44,2012-01-06 12:01:32,217,"Mazzè, Italia"
beautifulcapture,347276@N23,8643336161,296,IMG_9294 Looking Up-river (4-12-13)(border),davidbbernstein1,2013-04-12 18:58:12,2013-06-03 14:06:47,"[keene, newhampshire, river, long]",57,2,11388208@N04,4901,1,2011-05-10 09:55:32,2007-08-13 13:39:55,59,USA
beautifulcapture,347276@N23,8938973973,297,Peacock,G.Don,2013-06-03 13:35:42,2013-06-03 14:06:30,"[pancolar, 80mm, f18, carl]",17,4,55297660@N04,336,1,2010-11-27 16:06:15,2010-10-30 00:54:47,387,
beautifulcapture,347276@N23,8939277673,298,Feel so close,BrunaAlecrim,2013-06-03 14:06:10,2013-06-03 14:06:15,[],14,2,59138933@N02,108,0,2011-04-16 17:30:31,2011-02-04 11:34:55,67,
beautifulcapture,347276@N23,8939873118,299,Nonna e piccolo thomas - Grandmother&little Thomas,Melania_2011,2013-06-03 14:05:37,2013-06-03 14:05:40,"[baby, grandmother, nonna, blackwhite]",9,1,64351039@N06,204,0,2011-06-21 13:52:10,2011-06-21 13:45:19,34,
beautifulcapture,347276@N23,8939187889,300,,aimlessly.,2013-06-03 13:55:54,2013-06-03 14:02:24,[],12,0,73711055@N05,205,0,2012-01-06 12:30:44,2012-01-06 12:01:32,217,"Mazzè, Italia"
beautifulcapture,347276@N23,8938362595,301,Fun on the train,Tracy Tomsickova,2013-06-03 12:37:49,2013-06-03 14:01:00,[],11,11,47646835@N08,2625,1,2010-04-30 07:34:34,2010-02-16 11:00:26,618,
beautifulcapture,347276@N23,8939839162,302,Street art Quai de Valmy 2,au35,2013-06-03 14:00:19,2013-06-03 14:00:51,"[tag, peinture, peinturesmurales, pigeons]",21,0,22651345@N06,2619,1,2008-01-08 12:30:53,2008-01-08 12:16:34,136,"BRESSUIRE, FRANCE"
beautifulcapture,347276@N23,8939075010,303,Harrington Horses 2/6/2013,TrevKerr,2013-06-03 12:48:09,2013-06-03 14:00:43,[],4,0,61831186@N07,1341,1,2011-04-18 05:38:44,2011-04-17 05:43:31,140,"Dover, UK"
beautifulcapture,347276@N23,8939517166,304,Sharon & Dolly,TrevKerr,2013-06-03 13:28:58,2013-06-03 14:00:43,[],8,1,61831186@N07,1341,1,2011-04-18 05:38:44,2011-04-17 05:43:31,140,"Dover, UK"
beautifulcapture,347276@N23,8939194925,305,"Acropolis of Lindos. Rhodes, Greece.",Spectacolor,2013-06-03 13:56:39,2013-06-03 14:00:01,[],62,9,54000746@N04,179,1,2011-07-06 03:14:23,2010-09-16 03:24:52,36,"Saint Petersburg, Russia"
beautifulcapture,347276@N23,8939819192,306,Paeonia macro,Ben ter Mull,2013-06-03 13:59:46,2013-06-03 13:59:47,[],16,0,41953899@N00,841,1,2007-02-25 02:29:21,2007-02-25 02:20:42,184,
beautifulcapture,347276@N23,8928562753,307,CMA_4886_7_8_tonemapped,c.mane,2013-06-02 16:12:33,2013-06-03 13:58:15,[],22,5,69066986@N00,877,1,2006-06-13 06:49:36,2006-06-13 06:45:26,66,"Milano, Italia"
beautifulcapture,347276@N23,8784220188,308,Francesca,Lillo Arcieri,2013-05-22 06:52:17,2013-06-03 13:57:18,"[model, francesca, noto, photo]",45,1,57529883@N02,394,1,2011-01-03 13:28:34,2010-12-27 06:32:37,143,"Agrigento, Agrigento"
beautifulcapture,347276@N23,8939788444,309,164.,Osman Bendezu,2013-06-03 13:53:42,2013-06-03 13:57:12,[],12,5,57768107@N02,164,0,2011-03-04 14:36:35,2011-01-02 07:06:24,632,"Castellón de la Plana, España"
beautifulcapture,347276@N23,8939740634,310,Follow the artists and be inspired,My . December,2013-06-03 13:56:44,2013-06-03 13:56:54,"[girl, model, legs, short]",129,11,48406528@N08,371,0,2010-03-12 14:40:15,2010-03-12 14:24:27,805,"Tbilisi, Georgia"
beautifulcapture,347276@N23,8939144913,311,Elbbrücke Dömitz,dubdream,2013-06-03 13:51:37,2013-06-03 13:56:44,"[bridge, flowers, elbe, river]",41,10,60423624@N05,672,1,2011-03-10 09:17:34,2011-03-10 09:06:00,954,
beautifulcapture,347276@N23,8937966514,312,Wild Grizzly Bear!,WhiteEye2,2013-06-03 10:58:21,2013-06-03 13:55:43,"[grizzlybear, yellowstonewildlife, yellowstonenationalpark, wildlife]",47,9,77974572@N02,773,1,2012-05-05 10:03:23,2012-05-05 09:59:23,205,
beautifulcapture,347276@N23,8939168435,313,Sails,David S Wilson,2013-06-03 13:53:47,2013-06-03 13:54:32,"[2013, adobelightroom4, davidswilson, england]",15,1,39731978@N04,5964,1,2009-06-22 12:56:46,2009-06-22 12:43:42,370,"Ely, Cambridgeshire, UK"
beautifulcapture,347276@N23,8939782420,314,Kate,vozorom,2013-06-03 13:53:00,2013-06-03 13:54:08,[canonef35mmf14l],54,3,26584208@N07,2573,1,2008-07-22 16:11:30,2008-05-15 05:44:11,42,
beautifulcapture,347276@N23,8927353756,315,Ninu,SB29400,2013-06-02 13:30:30,2013-06-03 13:54:06,[],23,3,80450072@N06,74,0,2012-06-14 12:48:26,2012-06-14 12:46:45,10,
beautifulcapture,347276@N23,8928558586,316,Tunnel of Trees,~g@ry~ (clevedon-clarks),2013-06-02 15:19:30,2013-06-03 13:53:41,"[sussex, tunneloftrees, halnakerwindmill, halnaker]",33,12,75924892@N08,226,1,2012-02-05 12:52:34,2012-02-03 15:37:05,148,"Clevedon, United Kingdom"
beautifulcapture,347276@N23,8926691519,317,Corse,SB29400,2013-06-02 13:25:26,2013-06-03 13:53:18,[],26,3,80450072@N06,74,0,2012-06-14 12:48:26,2012-06-14 12:46:45,10,
beautifulcapture,347276@N23,8939743866,318,"Volerie des Aigles, Alsace, France",Airflore,2013-06-03 13:50:19,2013-06-03 13:53:06,"[airflore, florence, oiseau, aigle]",12,1,37753421@N07,689,1,2009-04-25 03:59:25,2009-04-25 03:06:45,577,"Zürich, Switzerland"
beautifulcapture,347276@N23,8939097211,319,Beside Meghna River,Amazing Bangladesh ( Prithul ),2013-06-03 13:50:46,2013-06-03 13:50:54,"[canon, eos, 600d, bangladesh]",55,8,47648683@N08,160,0,2010-03-31 07:28:17,2010-02-16 12:07:29,435,"Dhaka , Bangladesh "
beautifulcapture,347276@N23,8939112831,320,fluffy butterfly,rainbowcave,2013-06-03 13:48:58,2013-06-03 13:49:51,"[butterfly, fluffy, schmetterling, close]",21,2,40491187@N08,1332,1,2009-07-16 08:12:48,2009-07-14 09:59:42,132,
beautifulcapture,347276@N23,8939105061,321,Wheat,NightFox9 - TouTouke,2013-06-03 13:49:17,2013-06-03 13:49:21,"[wheat, green, crop, spring]",34,3,77089670@N00,258,1,2007-01-08 18:21:33,2007-01-06 16:46:51,172,Belgium
beautifulcapture,347276@N23,8939079669,322,Railway ...,Mac Vincente | ® ©,2013-06-03 13:46:22,2013-06-03 13:46:28,"[macphotography, macfotographer, portrait, cute]",34,3,53579370@N07,2008,1,2010-09-03 00:41:37,2010-09-02 23:35:26,312,
